generation,path_length_rings,euclid_distance,effective_rings,global_x,global_y,heading_running,heading_windowed,local_clock,elapsed_s,hop_ms,patch_ms
751563,412060,1190216.0905,374958.0098,1164265.0927,-247180.7954,-11.9862,-12.4951,1.8333,4193.478,130.52,129.16
753758,413262,1193691.5046,376052.8819,1167665.1350,-247900.6702,-11.9861,-11.7236,1.9167,4206.362,128.91,127.55
755954,414464,1197170.0682,377148.7461,1171067.5318,-248624.6195,-11.9862,-12.0043,1.9167,4219.311,129.05,127.72
758142,415664,1200632.7957,378239.6215,1174455.7439,-249339.1283,-11.9859,-11.8999,1.8333,4232.214,128.08,126.76
760337,416866,1204110.9831,379335.3673,1177856.3335,-250069.7788,-11.9863,-12.3160,1.5833,4245.131,127.58,126.36
762531,418067,1207584.8567,380429.7541,1181254.6813,-250790.2174,-11.9863,-12.6274,1.9167,4258.029,130.47,129.08
764721,419268,1211053.8467,381522.6023,1184648.4016,-251508.9365,-11.9862,-11.7455,1.8333,4270.953,129.77,128.48
766909,420469,1214518.6452,382614.1301,1188037.3000,-252230.1848,-11.9863,-11.9850,1.7500,4283.832,130.63,129.34
769091,421670,1217973.0577,383702.3859,1191415.9320,-252949.7793,-11.9864,-12.7847,1.8333,4296.726,125.41,124.11
771288,422872,1221452.6212,384798.5652,1194820.7585,-253667.0995,-11.9861,-11.9556,1.9167,4309.629,130.50,129.12
773475,424072,1224917.8857,385890.2398,1198209.7953,-254389.9395,-11.9863,-11.7989,1.7500,4322.528,126.75,125.50
775675,425274,1228400.2338,386987.2963,1201615.8675,-255114.8008,-11.9864,-12.4142,1.8333,4335.451,128.78,127.46
777859,426475,1231859.8742,388077.1992,1205000.9521,-255829.1756,-11.9862,-11.7684,1.8333,4348.333,130.52,129.21
780052,427676,1235332.3704,389171.1520,1208398.5875,-256546.3368,-11.9860,-11.4786,1.7500,4361.227,127.40,126.11
782250,428877,1238813.8518,390267.9355,1211803.3912,-257272.9997,-11.9862,-11.9557,1.9167,4374.098,128.37,127.01
784429,430078,1242263.7642,391354.7737,1215177.9251,-257990.2282,-11.9862,-11.9018,1.7500,4386.976,125.49,124.17
786622,431279,1245736.9722,392448.9507,1218575.6536,-258710.3785,-11.9861,-11.8955,1.9167,4399.841,130.86,129.48
788811,432480,1249204.6827,393541.3959,1221967.0564,-259433.8525,-11.9863,-11.7989,1.8333,4412.698,127.49,126.17
